developer,freetogame_profile_url,game_url,genre,id,platform,publisher,release_date,short_description,thumbnail,title
Team Jade,https://www.freetogame.com/delta-force,https://www.freetogame.com/open/delta-force,Shooter,601,PC (Windows),TiMi Studio Group,2024-12-04,A free-to-play team-based tactical shooter.,https://www.freetogame.com/g/601/thumbnail.jpg,Delta Force
Plarium Global Ltd,https://www.freetogame.com/raid-shadow-legends,https://www.freetogame.com/open/raid-shadow-legends,RPG,46,PC (Windows),Plarium Global Ltd,2024-01-09,RAID: Shadow Legends is a free-to-play turn-based fantasy RPG with hundreds of champions and several game modes.,https://www.freetogame.com/g/46/thumbnail.jpg,RAID: Shadow Legends
Mimunga LLC,https://www.freetogame.com/the-lost-glitches,https://www.freetogame.com/open/the-lost-glitches,Card Game,607,PC (Windows),Honig Studios GmbH,2025-04-29,A cyberpunk RPG trading card game from Honig Studios.,https://www.freetogame.com/g/607/thumbnail.jpg,The Lost Glitches
Lionheart Studios,https://www.freetogame.com/odin-valhalla-rising,https://www.freetogame.com/open/odin-valhalla-rising,MMORPG,608,PC (Windows),Kakao Games,2025-04-29,An open-world MMORPG based on Norse mythology.,https://www.freetogame.com/g/608/thumbnail.jpg,Odin: Valhalla Rising
Frost Giant Studios,https://www.freetogame.com/stormgate,https://www.freetogame.com/open/stormgate,Strategy,586,PC (Windows),Frost Giant Studios,2024-07-30,A free-to-play science fantasy real-time strategy game in which humans and robots defend Earth from alien forces.,https://www.freetogame.com/g/586/thumbnail.jpg,Stormgate
Game Hollywood Games,https://www.freetogame.com/titan-revenge,https://www.freetogame.com/open/titan-revenge,MMORPG,573,Web Browser,Game Hollywood Games,2023-12-20,A 3D Norse-themed browser MMORPG developed and published by Game Hollywood Games,https://www.freetogame.com/g/573/thumbnail.jpg,Titan Revenge
Everguild Ltd.,https://www.freetogame.com/warhammer-40000-warpforge,https://www.freetogame.com/open/warhammer-40000-warpforge,Card Game,568,PC (Windows),Everguild Ltd.,2023-10-19,A free-to-play CCG set in the Warhammer 40K universe.,https://www.freetogame.com/g/568/thumbnail.jpg,"Warhammer 40,000: Warpforge"
Titan Forge Games,https://www.freetogame.com/smite-2,https://www.freetogame.com/open/smite-2,MOBA,602,PC (Windows),Hi-Rez Studios,2024-08-27,The free-to-play Unreal Engine 5-powered sequel to the popular third-person MOBA,https://www.freetogame.com/g/602/thumbnail.jpg,Smite 2
Starry Studio,https://www.freetogame.com/once-human,https://www.freetogame.com/open/once-human,Shooter,584,PC (Windows),Starry Studio,2024-07-09,A post-apocalyptic open-world survival game from Starry Studio.,https://www.freetogame.com/g/584/thumbnail.jpg,Once Human
HoYoverse,https://www.freetogame.com/zenless-zone-zero,https://www.freetogame.com/open/zenless-zone-zero,ARPG,634,PC (Windows),HoYoverse,2024-07-04,A free-to-play gacha-style ARPG in a post-apocalyptic urban setting.,https://www.freetogame.com/g/634/thumbnail.jpg,Zenless Zone Zero
thatgamecompany,https://www.freetogame.com/sky-children-of-the-light,https://www.freetogame.com/open/sky-children-of-the-light,MMORPG,589,PC (Windows),thatgamecompany,2024-04-10,A cozy free-to-play MMORPG from thatgamecompany.,https://www.freetogame.com/g/589/thumbnail.jpg,Sky: Children of the Light
Embark Studios,https://www.freetogame.com/the-finals,https://www.freetogame.com/open/the-finals,Shooter,570,PC (Windows),Embark Studios,2023-12-07,A game-show style PvP shooter from Embark Studios.,https://www.freetogame.com/g/570/thumbnail.jpg,The Finals
OneUniverse,https://www.freetogame.com/dungeon-stalker,https://www.freetogame.com/open/dungeon-stalker,Dungeon Crawler,614,PC (Windows),OneUniverse,2025-08-13,A free-to-play dungeon crawler with survival elements.,https://www.freetogame.com/g/614/thumbnail.jpg,Dungeon Stalker
Wargaming,https://www.freetogame.com/steel-hunters,https://www.freetogame.com/open/steel-hunters,Shooter,606,PC (Windows),Wargaming,2025-04-02,A post-apocalyptic extraction shooter with giant mechs.,https://www.freetogame.com/g/606/thumbnail.jpg,Steel Hunters
Tavernlight Games,https://www.freetogame.com/ravendawn,https://www.freetogame.com/open/ravendawn,MMORPG,572,PC (Windows),Tavernlight Games,2024-01-16,A 2D top-down MMORPG featuring homesteading and building mechanics.,https://www.freetogame.com/g/572/thumbnail.jpg,Ravendawn
Crunchyroll,https://www.freetogame.com/one-punch-man-world,https://www.freetogame.com/open/one-punch-man-world,Action Game,575,PC (Windows),Perfect World Games,2024-01-31,A free-to-play multiplayer 3D action game from Crunchyroll Games.,https://www.freetogame.com/g/575/thumbnail.jpg,One Punch Man: World
Wizard Games Global,https://www.freetogame.com/battle-teams-2,https://www.freetogame.com/open/battle-teams-2,Shooter,576,PC (Windows),Wizard Games Global,2024-01-31,A multiplayer tactical shooter with an Eastern aesthetic.,https://www.freetogame.com/g/576/thumbnail.jpg,Battle Teams 2
Theorycraft Games,https://www.freetogame.com/supervive,https://www.freetogame.com/open/supervive,MOBA,598,PC (Windows),Theorycraft Games,2024-11-20,"Combine MOBAs, battle royales, and hero shooters into one fast paced game hand you have SUPERVIVE.",https://www.freetogame.com/g/598/thumbnail.jpg,SUPERVIVE
Solid Clouds hf.,https://www.freetogame.com/starborne-frontiers,https://www.freetogame.com/open/starborne-frontiers,Strategy,592,PC (Windows),Solid Clouds hf.,2024-10-14,A tactical autobattler set 400 years in the future.,https://www.freetogame.com/g/592/thumbnail.jpg,Starborne: Frontiers
1047 Games,https://www.freetogame.com/splitgate-arena-reloaded,https://www.freetogame.com/open/splitgate-arena-reloaded,Shooter,610,PC (Windows),1047 Games,2025-05-22,A free-to-play shooter using portals.,https://www.freetogame.com/g/610/thumbnail.jpg,Splitgate: Arena Reloaded
Bad Guitar Studio,https://www.freetogame.com/fragpunk,https://www.freetogame.com/open/fragpunk,Shooter,604,PC (Windows),Bad Guitar Studio,2025-03-06,A free-to-play 5v5 hero shooter that uses cards to modify matches.,https://www.freetogame.com/g/604/thumbnail.jpg,FragPunk
"Nexon Games Co., Ltd.",https://www.freetogame.com/the-first-descendant,https://www.freetogame.com/open/the-first-descendant,Shooter,583,PC (Windows),Nexon,2024-07-02,A free-to-play third-person co-op looter shooter developed and published by Nexon.,https://www.freetogame.com/g/583/thumbnail.jpg,The First Descendant
Amazing Seasun Games,https://www.freetogame.com/mecha-break,https://www.freetogame.com/open/mecha-break,Shooter,611,PC (Windows),Amazing Seasun Games,2025-07-01,A team-based third-person shooter featuring mechs.,https://www.freetogame.com/g/611/thumbnail.jpg,Mecha BREAK
Nuverse,https://www.freetogame.com/crystal-of-atlan,https://www.freetogame.com/open/crystal-of-atlan,MMORPG,609,PC (Windows),Skystone Games,2025-05-26,A magicpunk MMORPG from Nuverse.,https://www.freetogame.com/g/609/thumbnail.jpg,Crystal Of Atlan
Comico Games,https://www.freetogame.com/screenplay,https://www.freetogame.com/open/screenplay,Card Game,580,PC (Windows),Comico Games,2024-05-13,A collectible card game inspired by movie making.,https://www.freetogame.com/g/580/thumbnail.jpg,Screenplay CCG
Pew Pew Games,https://www.freetogame.com/terminull-brigade,https://www.freetogame.com/open/terminull-brigade,Shooter,612,PC (Windows),Pew Pew Games,2025-07-29,A free-to-play third-person looter-shooter with customizable characters.,https://www.freetogame.com/g/612/thumbnail.jpg,Terminull Brigade
Omeda Studios,https://www.freetogame.com/predecessor,https://www.freetogame.com/open/predecessor,MOBA,578,PC (Windows),Omeda Studios,2024-03-28,A free-to-play MOBA shooter developed and published by Omeda Studios.,https://www.freetogame.com/g/578/thumbnail.jpg,Predecessor
BlankMediaGames LLC,https://www.freetogame.com/town-of-salem-2,https://www.freetogame.com/open/town-of-salem-2,Strategy,566,PC (Windows),BlankMediaGames LLC,2023-08-25,A deduction game set in Salem.,https://www.freetogame.com/g/566/thumbnail.jpg,Town of Salem 2
Bandai Namco,https://www.freetogame.com/my-hero-ultra-rumble,https://www.freetogame.com/open/my-hero-ultra-rumble,Battle Royale,630,PC (Windows),Bandai Namco,2023-09-28,A free-to-play 24-person battle royale based on My Hero Academia.,https://www.freetogame.com/g/630/thumbnail.jpg,My Hero Ultra Rumble
My.Games,https://www.freetogame.com/hawked,https://www.freetogame.com/open/hawked,Shooter,558,PC (Windows),My.Games,2023-08-03,A free-to-play PvPvE treasure hunting shooter.,https://www.freetogame.com/g/558/thumbnail.jpg,Hawked
Ankama Games,https://www.freetogame.com/waven,https://www.freetogame.com/open/waven,Strategy,562,PC (Windows),Ankama Studio,2023-08-16,A free-to-play online tactical RPG from Ankama.,https://www.freetogame.com/g/562/thumbnail.jpg,Waven
LightSpeed Studios,https://www.freetogame.com/undawn,https://www.freetogame.com/open/undawn,Shooter,554,PC (Windows),Level Infinite,2023-06-15,A free-to-play open-world survival RPG developed by LightSpeed studios and published by Level Infinite.,https://www.freetogame.com/g/554/thumbnail.jpg,Undawn
Playside,https://www.freetogame.com/world-boss,https://www.freetogame.com/open/world-boss,Shooter,542,PC (Windows),Playside,2022-10-19,An experimental FPS based on io and roguelike gameplay.,https://www.freetogame.com/g/542/thumbnail.jpg,World Boss
Mythical Games Inc,https://www.freetogame.com/blankos,https://www.freetogame.com/open/blankos,MMO,498,PC (Windows),Third Kind Games,2020-12-11,"What happens when you take the vinyl collectible toy experience and combine it with an open-world multiplayer game? You get Blankos Block Party!
",https://www.freetogame.com/g/498/thumbnail.jpg,Blankos Block Party
Coke And Code,https://www.freetogame.com/tales-of-yore,https://www.freetogame.com/open/tales-of-yore,MMORPG,559,"PC (Windows), Web Browser",Coke And Code,2023-08-08,A 2D MMORPG with lots of RPG tropes.,https://www.freetogame.com/g/559/thumbnail.jpg,Tales Of Yore
Ubisoft,https://www.freetogame.com/roller-champions,https://www.freetogame.com/open/roller-champions,Sports,520,PC (Windows),Ubisoft,2022-05-25,"What if you could player roller derby, but in a more organized and less physically dangerous environment?",https://www.freetogame.com/g/520/thumbnail.jpg,Roller Champions
"Pipeworks Studios, Seismic Games",https://www.freetogame.com/magic-spellslingers,https://www.freetogame.com/open/magic-spellslingers,Card Game,531,PC (Windows),Wizards of the Coast LLC,2022-08-05,Magic Spellslingers is the latest entry based on Witzards of the Coast’s popular card game Magic: The Gathering.,https://www.freetogame.com/g/531/thumbnail.jpg,Magic Spellslingers
NetEase Games,https://www.freetogame.com/super-mecha-champions,https://www.freetogame.com/open/super-mecha-champions,Shooter,507,PC (Windows),NetEase Games,2021-03-25,"Super Mecha Champions is a PC port of the mobile anime PvP game from NetEease, featuring a variety of modes but focusing on battle royale.",https://www.freetogame.com/g/507/thumbnail.jpg,Super Mecha Champions
"Kabam Games, Inc.",https://www.freetogame.com/shop-titans,https://www.freetogame.com/open/shop-titans,Strategy,461,PC (Windows),"Kabam Games, Inc.",2020-05-05,A free-to-play RPG shopkeeper simulation game where you are responsible for designing and maintaining your own shop.,https://www.freetogame.com/g/461/thumbnail.jpg,Shop Titans
NetEase,https://www.freetogame.com/naraka-bladepoint,https://www.freetogame.com/open/naraka-bladepoint,Battle Royale,556,PC (Windows),24 Entertainment,2023-07-13,A free-to-play melee focused battle royale.,https://www.freetogame.com/g/556/thumbnail.jpg,Naraka: Bladepoint
Com2uS,https://www.freetogame.com/summoners-war-chronicles,https://www.freetogame.com/open/summoners-war-chronicles,MMORPG,549,PC (Windows),Com2uS,2022-11-09,A multi-platform ARPG set in the Summoners War universe.,https://www.freetogame.com/g/549/thumbnail.jpg,Summoners War: Chronicles
Anisage Games,https://www.freetogame.com/aero-tales-online,https://www.freetogame.com/open/aero-tales-online,MMORPG,527,PC (Windows),Anisage Games,2022-08-01,Aero Tales Online: The World is a free-to-play 3D anime-style MMORPG with PvP and PvE elements. The game revolves around the “mysterious story of the Key of Skylight”.,https://www.freetogame.com/g/527/thumbnail.jpg,Aero Tales Online
CAGE Studios,https://www.freetogame.com/sherwood-extreme,https://www.freetogame.com/open/sherwood-extreme,Shooter,512,PC (Windows),CAGE Studios,2021-05-12,High action arcade shooter Sherwood Extreme sends players on a mission to save the kingdom!,https://www.freetogame.com/g/512/thumbnail.jpg,Sherwood Extreme
Nexon,https://www.freetogame.com/veiled-experts,https://www.freetogame.com/open/veiled-experts,Shooter,551,PC (Windows),"Nexon Games Co., LTC",2023-05-18,A free-to-play multiplayer shooter game focused on the search and destroy mode of classic shooters.,https://www.freetogame.com/g/551/thumbnail.jpg,Veiled Experts
Clarity Games,https://www.freetogame.com/chroma-bloom-and-blight,https://www.freetogame.com/open/chroma-bloom-and-blight,Card Game,500,PC (Windows),WhisperGames,2021-01-28,"Competitive card game fans have a new, completely free option to add to their list.",https://www.freetogame.com/g/500/thumbnail.jpg,Chroma: Bloom And Blight
GameHollywood,https://www.freetogame.com/survivor-legacy,https://www.freetogame.com/open/survivor-legacy,Strategy,463,Web Browser,R2 Games,2020-04-07,Survivor Legacy is a free-to-play zombie-themed strategy game from R2 Games.,https://www.freetogame.com/g/463/thumbnail.jpg,Survivor Legacy
Hidden Leaf Games,https://www.freetogame.com/fangs,https://www.freetogame.com/open/fangs,MOBA,545,PC (Windows),Hidden Leaf Games,2022-11-30,A 4v4 MOBA with hero-specific strategies.,https://www.freetogame.com/g/545/thumbnail.jpg,Fangs
Bad Fox Studios,https://www.freetogame.com/super-squad,https://www.freetogame.com/open/super-squad,MOBA,513,PC (Windows),Bad Fox Studios,2021-06-25,Prepare yourself. It’s time for Mayhem. Super Squad is a multi-player online shoot-’em-up (or MOSH)!,https://www.freetogame.com/g/513/thumbnail.jpg,Super Squad
Gellyberry Studios,https://www.freetogame.com/ethyrial-echoes-of-yore,https://www.freetogame.com/open/ethyrial-echoes-of-yore,MMORPG,557,PC (Windows),Gellyberry Studios,2023-05-01,A old-school MMORPG set in a world on the brink of Civil War,https://www.freetogame.com/g/557/thumbnail.jpg,Ethyrial: Echoes of Yore
Odyssey Interactive,https://www.freetogame.com/omega-strikers,https://www.freetogame.com/open/omega-strikers,Sports,536,PC (Windows),Odyssey Interactive,2022-09-16,A 3v3 socccer-style game with knockouts.,https://www.freetogame.com/g/536/thumbnail.jpg,Omega Strikers
Oddshot Games,https://www.freetogame.com/slapshot-rebound,https://www.freetogame.com/open/slapshot-rebound,Sports,499,PC (Windows),Oddshot Games,2020-12-07,"Do you like hockey? How about physic-based multiplayer, arcade-style sports games with cute graphics? Well, this is the one for you.",https://www.freetogame.com/g/499/thumbnail.jpg,Slapshot: Rebound
YC Games,https://www.freetogame.com/blood-of-steel,https://www.freetogame.com/open/blood-of-steel,Strategy,479,PC (Windows),YC Games,2020-10-20,"Blood of Steel is an online competitive strategy game featuring some of the most well-known figures throughout medieval history. Choose your general – a Crusader, Viking, Ninja or one of those from the Three Kingdoms. Build your kingdom and command armies in epic PvP battles using classic medieval warfare tactics.",https://www.freetogame.com/g/479/thumbnail.jpg,Blood of Steel
Scavengers Studio,https://www.freetogame.com/darwin-project,https://www.freetogame.com/open/darwin-project,Shooter,39,PC (Windows),Scavengers Studio,2020-01-14,A free-to-play 10-player battle royale game set just prior to an impeding ice age.,https://www.freetogame.com/g/39/thumbnail.jpg,Darwin Project
World Makers,https://www.freetogame.com/deceit-2,https://www.freetogame.com/open/deceit-2,Action,577,PC (Windows),World Makers,2023-09-14,A social deduction game from World Makers.,https://www.freetogame.com/g/577/thumbnail.jpg,Deceit 2
Bandai Namco,https://www.freetogame.com/gundam-evolution,https://www.freetogame.com/open/gundam-evolution,Shooter,537,PC (Windows),Bandai Namco,2022-09-21,A 6v6 team-based shooter based on the Gundam multiverse,https://www.freetogame.com/g/537/thumbnail.jpg,Gundam Evolution
Psyonix LLC,https://www.freetogame.com/rocket-league,https://www.freetogame.com/open/rocket-league,Sports,474,PC (Windows),Psyonix LLC,2020-09-24,Get your car-soccer gaming on for free with Psyonix’s Rocket League. The popular competitive multi-player game is a popular offering with over 57 million players.,https://www.freetogame.com/g/474/thumbnail.jpg,Rocket League
Giant Duck Games,https://www.freetogame.com/bombergrounds-battle-royale,https://www.freetogame.com/open/bombergrounds-battle-royale,Battle Royale,459,PC (Windows),Giant Duck Games,2020-03-07,A free-to-play massively multiplayer battle Royale game inspired by the old-shool Bomberman games!,https://www.freetogame.com/g/459/thumbnail.jpg,Bombergrounds: Battle Royale
X-Legend Entertainment,https://www.freetogame.com/eden-eternal,https://www.freetogame.com/open/eden-eternal,MMORPG,268,PC (Windows),X-Legend Entertainment,2023-05-10,A free to play fantasy MMORPG with cute anime-inspired graphics.,https://www.freetogame.com/g/268/thumbnail.jpg,Eden Eternal
"Second Dinner Studios, Inc.",https://www.freetogame.com/marvel-snap,https://www.freetogame.com/open/marvel-snap,Card Game,541,PC (Windows),Nuverse,2022-10-18,A fast paced strategy card game set in the Marvel universe.,https://www.freetogame.com/g/541/thumbnail.jpg,Marvel Snap
EXBO,https://www.freetogame.com/stalcraft-x,https://www.freetogame.com/open/stalcraft-x,Shooter,594,PC (Windows),EXBO,2022-12-09,A free-to-play MMOFPS set in an open-world.,https://www.freetogame.com/g/594/thumbnail.jpg,Stalcraft: X
Pixile,https://www.freetogame.com/super-animal-royale,https://www.freetogame.com/open/super-animal-royale,Shooter,627,PC (Windows),Pixile,2021-08-26,A free-to-play 2D battle royale  featuring hundreds of animals.,https://www.freetogame.com/g/627/thumbnail.jpg,Super Animal Royale
Gala Lab,https://www.freetogame.com/flyff-universe,https://www.freetogame.com/open/flyff-universe,MMORPG,522,Web Browser,Gala Lab,2022-06-14,Get the full Flyff experience on any platform with the free-to-play browser-based MMORPG Flyff Universe.,https://www.freetogame.com/g/522/thumbnail.jpg,Flyff Universe
R2 Games,https://www.freetogame.com/world-of-runes,https://www.freetogame.com/open/world-of-runes,MMORPG,532,Web Browser,F5 Game Company Limited,2022-06-13,An adorable anime-style MMO featuring cute pets and collectable cards.,https://www.freetogame.com/g/532/thumbnail.jpg,World of Runes
5minlab,https://www.freetogame.com/smash-legends,https://www.freetogame.com/open/smash-legends,Fighting,509,PC (Windows),LINE Games Corporation,2021-04-13,Classic fairy tales get wild with 5minlab and LINE Games Corporation’s brawl-action game Smash Legends.,https://www.freetogame.com/g/509/thumbnail.jpg,Smash Legends
First Watch Games,https://www.freetogame.com/rogue-company,https://www.freetogame.com/open/rogue-company,Shooter,476,PC (Windows),Hi-Rez Studios,2020-10-01,"From Hi-Rez Studios, the team that brought you Smite and Paladins, comes Rogue Company, a cross-platform, competitive team-based third person shooter.",https://www.freetogame.com/g/476/thumbnail.jpg,Rogue Company
Masangsoft,https://www.freetogame.com/microvolts,https://www.freetogame.com/open/microvolts,Shooter,567,PC (Windows),Masangsoft,2023-09-08,A lobby-based third-person shooter with a toy-theme.,https://www.freetogame.com/g/567/thumbnail.jpg,Microvolts: Recharged
NEOWIZ,https://www.freetogame.com/ava,https://www.freetogame.com/open/ava,Shooter,533,PC (Windows),NEOWIZ,2022-08-24,"A.V.A is a free-to-play online first-person shooter with multiple game modes, unique customizations, as well as PvP and PvE gameplay.",https://www.freetogame.com/g/533/thumbnail.jpg,A.V.A Global
"MoonWolf Entertainment, A2 Softworks",https://www.freetogame.com/temperia,https://www.freetogame.com/open/temperia,Card Game,524,PC (Windows),Leonardo Interactive,2022-07-26,"Fans of collectible card games, are you looking for something a bit different from the normal fare? Then a peek at Moonwolf Entertainment and A2 Softworks’ Temperia: Soul of Majestic might be in order.",https://www.freetogame.com/g/524/thumbnail.jpg,Temperia: Soul of Majestic
"Gaggle Studios, Inc.",https://www.freetogame.com/goose-goose-duck,https://www.freetogame.com/open/goose-goose-duck,Strategy,550,PC (Windows),"Gaggle Studios, Inc.",2021-10-03,A social deduction game with geese.,https://www.freetogame.com/g/550/thumbnail.jpg,"Goose, Goose, DUCK"
Global Dodo Entertainment,https://www.freetogame.com/primordials-battle-of-gods,https://www.freetogame.com/open/primordials-battle-of-gods,Strategy,502,PC (Windows),Wire Games,2021-03-04,Build armies and fight for control of the realm in Global Dodo Entertainment’s 1v1 strategy game Primordials: Battle of Gods.,https://www.freetogame.com/g/502/thumbnail.jpg,Primordials: Battle of Gods
R2 Games,https://www.freetogame.com/armor-valor,https://www.freetogame.com/open/armor-valor,Strategy,471,Web Browser,R2 Games,2020-07-20,Build your empire with the help of mythical heroes and well thought out strategy in R2 Games’ strategy RPG Armor Valor.,https://www.freetogame.com/g/471/thumbnail.jpg,Armor Valor
PowWow Entertainment,https://www.freetogame.com/jected-rivals,https://www.freetogame.com/open/jected-rivals,Sports,552,PC (Windows),THQ Nordic,2023-05-04,A free-to-play game mixing extreme sports with destructible vehicles and a unique ejection mechanic.,https://www.freetogame.com/g/552/thumbnail.jpg,Jected - Rivals
Hotta Studio,https://www.freetogame.com/tower-of-fantasy,https://www.freetogame.com/open/tower-of-fantasy,MMORPG,529,PC (Windows),Level Infinite,2022-08-10,"Tower of Fantasy is a 3D open-world RPG, anime-style sci-fi MMO RPG game with unique characters and beautiful open vistas!",https://www.freetogame.com/g/529/thumbnail.jpg,Tower of Fantasy
NetEase Games,https://www.freetogame.com/lost-light,https://www.freetogame.com/open/lost-light,Shooter,534,PC (Windows),NetEase Games,2022-08-04,A post-apocalyptic shooter built around creating a realistic experience.,https://www.freetogame.com/g/534/thumbnail.jpg,Lost Light
Nimble Neuron,https://www.freetogame.com/eternal-return,https://www.freetogame.com/open/eternal-return,MOBA,477,PC (Windows),Nimble Neuron,2020-10-14,"Combining elements from battle royale, MOBA, and the survival genres, Eternal Return: Black Survival is a game designed with a broad audience in mind.",https://www.freetogame.com/g/477/thumbnail.jpg,Eternal Return
Proletariat,https://www.freetogame.com/spellbreak,https://www.freetogame.com/open/spellbreak,Battle Royale,473,PC (Windows),Proletariat,2020-09-04,"Spellbreak is a multiplayer, multi-platform battle-royale where player take on the role of a “battlemage” mastering elemental magic and using spells to compete against other players.",https://www.freetogame.com/g/473/thumbnail.jpg,Spellbreak
Geoff 'Zag' Keene,https://www.freetogame.com/unfortunate-spacemen,https://www.freetogame.com/open/unfortunate-spacemen,Shooter,469,PC (Windows),New Blood Interactive,2020-06-12,"Unfortunate Spacemen is a co-op multiplayer game about Shapeshifting with a Co-op Story Mode, lots of objectives and more!",https://www.freetogame.com/g/469/thumbnail.jpg,Unfortunate Spacemen
ViVa Games,https://www.freetogame.com/kakale-online,https://www.freetogame.com/open/kakale-online,MMORPG,563,PC (Windows),ViVa Games,2020-02-01,A free-to-play top-down 2D MMORPG from developer and publisher ViVa Games.,https://www.freetogame.com/g/563/thumbnail.jpg,Kakale Online
MercurySteam,https://www.freetogame.com/spacelords,https://www.freetogame.com/open/spacelords,Shooter,28,PC (Windows),MercurySteam Entertainment,2018-09-22,A free-to-play 4v1 sci-fi shooter.,https://www.freetogame.com/g/28/thumbnail.jpg,Spacelords
id Software,https://www.freetogame.com/quake-champions,https://www.freetogame.com/open/quake-champions,Shooter,30,PC (Windows),Bethesda Softworks,2017-08-22,"Quake Champions is a callback to the early days of the Quake IP, featuring the fast-paced action that made the IP popular over two decades ago.",https://www.freetogame.com/g/30/thumbnail.jpg,Quake Champions
Mobile Technologies LLC,https://www.freetogame.com/stay-out,https://www.freetogame.com/open/stay-out,Shooter,437,PC (Windows),Mobile Technologies LLC,2019-11-27,An MMORPG featuring urban exploration and shooter elements.,https://www.freetogame.com/g/437/thumbnail.jpg,Stay Out
801,https://www.freetogame.com/dead-maze,https://www.freetogame.com/open/dead-maze,MMORPG,49,PC (Windows),801,2018-02-13,A free-to-play 2D isometric MMO full of zombies.,https://www.freetogame.com/g/49/thumbnail.jpg,Dead Maze
MGAME Corporation,https://www.freetogame.com/scions-of-fate,https://www.freetogame.com/open/scions-of-fate,MMORPG,316,PC (Windows),NETGAME Inc,2018-01-30,A friendly free to play MMORPG with easy to pick up controls.,https://www.freetogame.com/g/316/thumbnail.jpg,Scions of Fate
Landfall,https://www.freetogame.com/tabg,https://www.freetogame.com/open/tabg,Shooter,506,PC (Windows),Landfall,2018-06-06,"Take 60 players, throw them on a map together with over 90 weapons, including balloon crossbows, pots and pans, and inflatable hammers, add physics-based parkour and you have Landfall’s Totally Accurate Battlegrounds (TABG).",https://www.freetogame.com/g/506/thumbnail.jpg,Totally Accurate Battlegrounds
AlphaSoft LLC,https://www.freetogame.com/will-to-live,https://www.freetogame.com/open/will-to-live,MMORPG,434,PC (Windows),AlphaSoft LLC,2018-04-05,A free-to-play MMORPG-shooter developed and published by AlphaSoft LLC.,https://www.freetogame.com/g/434/thumbnail.jpg,Will To Live
VALOFE,https://www.freetogame.com/soulworker,https://www.freetogame.com/open/soulworker,MMORPG,45,PC (Windows),G・O・P,2018-02-27,A free to play anime action MMO based on the popular anime of the same title.,https://www.freetogame.com/g/45/thumbnail.jpg,SoulWorker
VivaGame,https://www.freetogame.com/gods-origin,https://www.freetogame.com/open/gods-origin,MMORPG,354,Web Browser,VivaGame,2017-08-29,A free-to-play browser-based RPG from VivaGames in which players take on the role of human summoners that call deities from the Astral Realm back in time.,https://www.freetogame.com/g/354/thumbnail.jpg,Gods Origin Online
Darkflow Software,https://www.freetogame.com/crsed,https://www.freetogame.com/open/crsed,Shooter,4,PC (Windows),Gaijin Distribution KFT,2019-12-12,Take the battle royale genre and add  mystical powers and you have CRSED: F.O.A.D. (Aka Cuisine Royale: Second Edition),https://www.freetogame.com/g/4/thumbnail.jpg,CRSED: F.O.A.D.
Betadwarf,https://www.freetogame.com/minion-masters,https://www.freetogame.com/open/minion-masters,Card Game,19,PC (Windows),Betadwarf,2019-05-24,A free-to-play strategic minion brawler from Danish developer Betadwarf.,https://www.freetogame.com/g/19/thumbnail.jpg,Minion Masters
NS Studio,https://www.freetogame.com/black-squad,https://www.freetogame.com/open/black-squad,Shooter,61,PC (Windows),NEOWIZ,2017-07-28,A free-to-play military FPS developed by NS STUDIO and published by NEOWIZ.,https://www.freetogame.com/g/61/thumbnail.jpg,Black Squad
INFERNA LIMITED,https://www.freetogame.com/inferna,https://www.freetogame.com/open/inferna,MMORPG,436,PC (Windows),INFERNA LIMITED,2019-12-21,"A cross-platform MMO from indie developer and publisher Inferna Limited, designed for players seeking a classic experience.",https://www.freetogame.com/g/436/thumbnail.jpg,Inferna
IDG GAmes,https://www.freetogame.com/futbol-legends,https://www.freetogame.com/open/futbol-legends,Sports,439,PC (Windows),IDG GAmes,2019-11-01,An arcade soccer game inspired by cult arcade games from IDC games.,https://www.freetogame.com/g/439/thumbnail.jpg,PC Futbol Legends
1939 Games,https://www.freetogame.com/kards,https://www.freetogame.com/open/kards,Card Game,438,PC (Windows),1939 Games,2019-04-12,A free-to-play collectible World War II card game from developer 1939 Games.,https://www.freetogame.com/g/438/thumbnail.jpg,Kards
GTArcade Entertainment,https://www.freetogame.com/league-of-angels-3,https://www.freetogame.com/open/league-of-angels-3,MMORPG,341,Web Browser,GTArcade Entertainment,2018-08-14,"A free-to-play turn-based strategy browser game developed and published by GTArcade Entertainment, Inc.",https://www.freetogame.com/g/341/thumbnail.jpg,League of Angels 3
Suba Games,https://www.freetogame.com/luna-online,https://www.freetogame.com/open/luna-online,MMORPG,120,PC (Windows),Suba Games,2017-10-17,"A free-to-play, anime themed fantasy MMORPG and a remake of the previous Luna MMO!",https://www.freetogame.com/g/120/thumbnail.jpg,Luna Online: Reborn
Stunlock Studios,https://www.freetogame.com/battlerite-royale,https://www.freetogame.com/open/battlerite-royale,MOBA,450,PC (Windows),Stunlock Studios,2018-09-26,A free to play battle royale set in the Battlerite universe.,https://www.freetogame.com/g/450/thumbnail.jpg,Battlerite Royale
Goodgame Studios,https://www.freetogame.com/empireww3,https://www.freetogame.com/open/empireww3,Strategy,460,Web Browser,Goodgame Studios,2018-06-28,A free-to-play browser-based action packed strategy game from the developer of Legends of Honor.,https://www.freetogame.com/g/460/thumbnail.jpg,Empire: World War 3
